50 20 0 1 15.555555660000001 20.843990899999998 10.0 2.0 0.019611111111111114
50 20 0 2 11.944445060000001 18.7010218 11.0 3.588124064349889 0.011511111111111113
50 20 0 3 15.555556079999999 25.1039883 10.5 2.1 0.020355555555555557
50 20 1 1 17.2222228 21.477475000000002 0.5 0.1 0.01711111111111111
50 20 1 2 12.500000320000002 16.7762925 10.0 3.3881240643498893 0.009411111111111113
50 20 1 3 16.38888944 9.7188537 0.5 0.1 0.017455555555555557
50 20 5 1 13.05555612 23.7141448 1.0 0.2 0.016511111111111112
50 20 5 2 14.444445100000001 7.7678575 10.0 3.3881240643498893 0.009411111111111113
50 20 5 3 20.83333366 10.694659699999999 0 0 0.017355555555555555
50 20 20 1 24.4444451 3.7720478 0 0 0.01621111111111111
50 20 20 2 16.38888922 8.4906356 0 0 0.009111111111111111
50 20 20 3 24.72222306 6.03531 0 0 0.017155555555555556
50 40 0 1 13.6111117 19.492082500000002 0.5 0.1 0.01621111111111111
50 40 0 2 10.55555592 24.0371151 10.5 2.1 0.009311111111111112
50 40 0 3 16.38888936 18.2393272 1.0 0.2 0.018355555555555556
50 40 1 1 13.333333860000002 14.9342114 0.5 0.1 0.01621111111111111
50 40 1 2 10.277778 15.1667948 1.0 0.2 0.009411111111111113
50 40 1 3 16.388889019999997 14.81290156 1.0 0.2 0.017655555555555556
50 40 5 1 13.888889380000004 15.7520833 0 0 0.01671111111111111
50 40 5 2 10.277778100000003 16.671507549999998 1.0 0.2 0.009011111111111112
50 40 5 3 18.333333739999997 17.233960959999997 0.5 0.1 0.017655555555555556
50 40 20 1 18.61111186 11.225985159999999 0 0 0.016311111111111113
50 40 20 2 12.777778320000003 26.7381326 10.0 2.0 0.008911111111111111
50 40 20 3 21.666667659999998 10.5881133 0 0 0.017255555555555555
50 60 0 1 13.333333600000003 30.3692759 0.5 0.1 0.01661111111111111
50 60 0 2 8.611111359999999 54.98949600000001 40.0 8.096525117206673 0.009311111111111112
50 60 0 3 15.555556200000002 39.4653327 20.0 4.0 0.017555555555555557
50 60 1 1 13.888889540000003 20.9170001 0.5 0.1 0.016411111111111112
50 60 1 2 9.722222379999998 42.8163366 21.0 4.2 0.009011111111111112
50 60 1 3 13.611111439999998 37.050505400000006 10.5 2.1 0.017855555555555555
50 60 5 1 12.77777814 11.058967159999998 0 0 0.01671111111111111
50 60 5 2 14.166666799999998 31.49968506 10.5 2.1 0.009211111111111111
50 60 5 3 16.94444462 14.864385099999998 0 0 0.017555555555555557
50 60 20 1 12.777778400000003 17.4740316 0 0 0.016311111111111113
50 60 20 2 17.500000760000002 17.0060304 0 0 0.009011111111111112
50 60 20 3 19.72222292 19.6149933 0 0 0.017355555555555555
50 80 0 1 14.166666860000001 29.6675211 10.0 3.3881240643498893 0.016911111111111113
50 80 0 2 7.499999959999999 68.32785759999999 40.0 8.096525117206673 0.009111111111111111
50 80 0 3 15.277777999999998 48.5226309 20.0 4.0 0.017455555555555557
50 80 1 1 12.222222480000001 32.5235058 10.5 2.1 0.016411111111111112
50 80 1 2 11.94444452 35.611055820000004 20.0 4.0965251172066734 0.009411111111111113
50 80 1 3 15.55555594 36.276125300000004 0.5 0.1 0.017255555555555555
50 80 5 1 13.33333374 22.054819199999997 10.0 2.0 0.016311111111111113
50 80 5 2 11.944444800000001 28.56659343 10.5 2.1 0.009211111111111111
50 80 5 3 13.611111380000002 22.181532859999997 10.0 2.0 0.017055555555555556
50 80 20 1 15.83333396 13.89352035 0 0 0.016311111111111113
50 80 20 2 15.277778520000004 15.5228904 0 0 0.009011111111111112
50 80 20 3 16.94444508 24.457939239999998 10.5 2.1 0.017055555555555556
50 100 0 1 13.333333620000001 33.702608899999994 10.0 2.0 0.016411111111111112
50 100 0 2 7.499999959999999 68.32785759999999 40.0 8.096525117206673 0.008911111111111111
50 100 0 3 15.8333337 49.3921961 20.0 4.0 0.017255555555555555
50 100 1 1 15.000000279999998 22.223588599999996 0 0 0.016811111111111113
50 100 1 2 7.5000000600000005 58.555763999999996 50.0 10.096525117206673 0.008811111111111112
50 100 1 3 16.666667260000004 30.771779959999996 10.5 2.1 0.017055555555555556
50 100 5 1 16.66666738 17.73641016 0 0 0.016411111111111112
50 100 5 2 10.000000140000001 25.683214219999996 11.0 2.2 0.008811111111111112
50 100 5 3 18.88888926 20.200970760000004 10.0 2.0 0.017055555555555556
50 100 20 1 17.77777818 14.11558776 0 0 0.016311111111111113
50 100 20 2 13.61111164 21.943040599999996 0 0 0.008711111111111112
50 100 20 3 18.61111202 15.945304000000002 0 0 0.016855555555555558
100 20 0 1 19.72222276 0 0 0 0.14970000000000003
100 20 0 2 18.3333338 4.0 0 0 0.10506666666666666
100 20 0 3 23.888889599999995 16.884059 0 0 0.17782222222222224
100 20 1 1 17.777778079999997 3.5938190999999997 0.5 0.1 0.14600000000000002
100 20 1 2 18.055556 3.8095242 0 0 0.10246666666666665
100 20 1 3 24.7222231 5.2631575 0 0 0.17342222222222226
100 20 5 1 15.55555606 9.349864460000001 10.0 2.255915425861836 0.1469
100 20 5 2 19.16666746 8.248120400000001 0 0 0.10216666666666666
100 20 5 3 23.611111560000005 2.1499800999999996 0 0 0.17362222222222223
100 20 20 1 17.5000005 9.36134095 10.0 2.0 0.1448
