50 20 0 1 86.9735718 20.0 4.0 0
50 20 0 2 89.78071700000001 10.0 2.0 0
50 20 0 3 98.745063 90.0 18.0 2.0773
50 20 1 1 82.2509982 20.0 4.0 0
50 20 1 2 90.59945830000001 20.0 4.0 0
50 20 1 3 98.745063 90.0 18.0 1.9706
50 20 5 1 93.7862658 20.0 4.0 0
50 20 5 2 90.7985509 20.0 4.0 0
50 20 5 3 98.745063 90.0 18.0 2.2213
50 20 20 1 93.7862658 20.0 4.0 0
50 20 20 2 92.3489867 20.0 4.0 0
50 20 20 3 89.5286925 70.0 14.0 2.0778000000000003
50 40 0 1 93.7862658 20.0 4.0 0
50 40 0 2 93.46171530000001 20.0 4.0 0
50 40 0 3 98.745063 90.0 18.0 1.7596
50 40 1 1 88.3622802 20.0 4.0 0
50 40 1 2 92.3040739 20.0 4.0 0
50 40 1 3 94.859081 90.0 18.0 1.7767000000000004
50 40 5 1 93.7862658 20.0 4.0 0
50 40 5 2 93.46171530000001 20.0 4.0 0
50 40 5 3 98.745063 90.0 18.0 2.1104
50 40 20 1 86.9735718 20.0 4.0 0
50 40 20 2 90.9645039 20.0 4.0 0
50 40 20 3 97.52936500000001 80.0 16.0 2.3669
50 60 0 1 88.3622802 20.0 4.0 0
50 60 0 2 91.9561923 20.0 4.0 0
50 60 0 3 98.745063 90.0 18.0 1.446
50 60 1 1 93.7862658 20.0 4.0 0
50 60 1 2 93.46171530000001 20.0 4.0 0
50 60 1 3 98.745063 90.0 18.0 1.6289000000000002
50 60 5 1 93.7862658 20.0 4.0 0
50 60 5 2 93.46171530000001 20.0 4.0 0
50 60 5 3 98.745063 90.0 18.0 1.8512
50 60 20 1 93.7862658 20.0 4.0 0
50 60 20 2 91.9561923 20.0 4.0 0
50 60 20 3 98.745063 90.0 18.0 2.2534
50 80 0 1 93.7862658 20.0 4.0 0
50 80 0 2 93.46171530000001 20.0 4.0 0
50 80 0 3 98.745063 90.0 18.0 1.2463000000000002
50 80 1 1 93.7862658 20.0 4.0 0
50 80 1 2 93.46171530000001 20.0 4.0 0
50 80 1 3 98.745063 90.0 18.0 1.4144
50 80 5 1 88.3622802 20.0 4.0 0
50 80 5 2 93.46171530000001 20.0 4.0 0
50 80 5 3 98.745063 90.0 18.0 2.0585
50 80 20 1 93.7862658 20.0 4.0 0
50 80 20 2 90.8434637 20.0 4.0 0
50 80 20 3 98.745063 90.0 18.0 2.5177
50 100 0 1 88.3622802 20.0 4.0 0
50 100 0 2 93.46171530000001 20.0 4.0 0
50 100 0 3 98.745063 90.0 18.0 1.2453999999999998
50 100 1 1 88.3622802 20.0 4.0 0
50 100 1 2 93.46171530000001 20.0 4.0 0
50 100 1 3 98.745063 90.0 18.0 1.7962000000000002
50 100 5 1 88.3622802 20.0 4.0 0
50 100 5 2 93.46171530000001 20.0 4.0 0
50 100 5 3 98.745063 90.0 18.0 2.1388000000000003
50 100 20 1 93.7862658 20.0 4.0 0
50 100 20 2 92.3040739 20.0 4.0 0
50 100 20 3 98.745063 90.0 18.0 3.3432555555555554
100 20 0 1 96.9822168 70.0 14.0 0
100 20 0 2 93.9735863 50.0 10.0 0
100 20 0 3 97.59932 90.0 18.0 2.4103000000000003
100 20 1 1 94.57410940000001 70.0 14.0 0
100 20 1 2 94.19678429999999 50.0 10.0 0
100 20 1 3 97.59932 90.0 18.0 2.1695
100 20 5 1 96.9822168 70.0 14.0 0
100 20 5 2 93.9735863 50.0 10.0 0
100 20 5 3 97.59932 90.0 18.0 2.1024000000000003
100 20 20 1 96.9822168 70.0 14.0 0
100 20 20 2 94.19678429999999 50.0 10.0 0
100 20 20 3 97.59932 90.0 18.0 2.8525
100 40 0 1 96.9822168 70.0 14.0 0
100 40 0 2 93.9735863 50.0 10.0 0
100 40 0 3 97.59932 90.0 18.0 1.7038000000000004
100 40 1 1 96.9822168 70.0 14.0 0
100 40 1 2 94.19678429999999 50.0 10.0 0
100 40 1 3 97.59932 90.0 18.0 1.9265
100 40 5 1 96.9822168 70.0 14.0 0
100 40 5 2 94.19678429999999 50.0 10.0 0
100 40 5 3 97.59932 90.0 18.0 2.5348
100 40 20 1 96.9822168 70.0 14.0 0
100 40 20 2 92.8608577 50.0 10.0 0
100 40 20 3 97.59932 90.0 18.0 2.882
